location.,region.,country.,timezone id.,localtime.,year.,month.,day.,hour.,minute.,is day or night.,condition.,temperature (f).,humidity (%).,feelslike (f).,precipitation (in).,wind speed (mph).,wind pressure (in).,gust (mph).,wind direction.
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 12:00:00.000,2024,10,21,12,0,Day,Partly cloudy,89.6,63,96.5,0,4.7,29.91,5.4,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 12:46:00.000,2024,10,21,12,46,Day,Partly cloudy,91.6,59,100.7,0,4.7,29.88,5.4,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 13:00:00.000,2024,10,21,13,0,Day,Partly cloudy,91.9,59,99.9,0,4.9,29.88,5.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 13:20:00.000,2024,10,21,13,20,Day,Partly cloudy,93.6,53,103.4,0,4.9,29.85,5.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 13:39:00.000,2024,10,21,13,39,Day,Partly cloudy,93.7,53,103.9,0,4.9,29.85,5.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 13:59:00.000,2024,10,21,13,59,Day,Partly cloudy,93.2,53,102.6,0,4.9,29.85,5.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 14:19:00.000,2024,10,21,14,19,Day,Partly cloudy,92.1,63,99.2,0,5.8,29.8,6.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 14:40:00.000,2024,10,21,14,40,Day,Partly cloudy,91.8,63,98.5,0,5.8,29.8,6.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 15:00:00.000,2024,10,21,15,0,Day,Partly cloudy,95.7,50,106.3,0,6.7,29.8,7.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 15:20:00.000,2024,10,21,15,20,Day,Partly cloudy,95.4,50,105.4,0,6.7,29.77,7.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 15:40:00.000,2024,10,21,15,40,Day,Partly cloudy,95.2,50,105,0,6.7,29.77,7.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 15:59:00.000,2024,10,21,15,59,Day,Partly cloudy,95.5,50,105.9,0,6.7,29.77,7.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 16:20:00.000,2024,10,21,16,20,Day,Partly cloudy,91.9,67,99.2,0,7.4,29.74,8.5,WSW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 16:40:00.000,2024,10,21,16,40,Day,Partly cloudy,91.4,67,98.1,0,7.4,29.74,8.5,WSW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 17:00:00.000,2024,10,21,17,0,Day,Partly cloudy,93.6,56,102.6,0,7.4,29.74,8.5,WSW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 17:19:00.000,2024,10,21,17,19,Day,Partly cloudy,91.9,59,102,0,7.8,29.74,9,WSW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 17:40:00.000,2024,10,21,17,40,Day,Partly cloudy,91.8,59,101.6,0,7.8,29.74,9,WSW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 18:00:00.000,2024,10,21,18,0,Day,Partly cloudy,91.6,59,101.2,0,7.8,29.74,9,WSW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 18:19:00.000,2024,10,21,18,19,Day,Patchy rain nearby,85.7,68,93.5,0,6.7,29.78,8.2,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 18:40:00.000,2024,10,21,18,40,Day,Patchy rain nearby,85.7,68,93.5,0,6.7,29.78,8.2,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 18:59:00.000,2024,10,21,18,59,Night,Patchy rain nearby,85.2,69,92.9,0,7.4,29.78,9.1,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 19:19:00.000,2024,10,21,19,19,Night,Patchy rain nearby,81.1,79,87.2,0.01,4.7,29.8,7.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 19:39:00.000,2024,10,21,19,39,Night,Patchy rain nearby,81.1,79,87.2,0.01,4.7,29.8,7.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 20:00:00.000,2024,10,21,20,0,Night,Partly cloudy,82.8,84,90.6,0.01,4.7,29.77,7.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 20:20:00.000,2024,10,21,20,20,Night,Partly cloudy,83.1,84,91.9,0,3.1,29.8,4.9,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 20:39:00.000,2024,10,21,20,39,Night,Partly cloudy,82.6,84,90.7,0,3.1,29.8,4.9,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 20:59:00.000,2024,10,21,20,59,Night,Partly cloudy,81.1,89,87.7,0,3.1,29.8,4.9,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 21:19:00.000,2024,10,21,21,19,Night,Partly cloudy,80.6,89,86.9,0.01,2.7,29.83,4.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 21:39:00.000,2024,10,21,21,39,Night,Partly cloudy,81,89,87.6,0.01,2.7,29.83,4.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 22:00:00.000,2024,10,21,22,0,Night,Partly cloudy,81.3,89,88.6,0,2.5,29.83,4.1,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 22:20:00.000,2024,10,21,22,20,Night,Partly cloudy,81,89,87.8,0,2.5,29.85,4.1,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 22:39:00.000,2024,10,21,22,39,Night,Partly cloudy,80.6,89,87.1,0,2.5,29.85,4.1,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 23:00:00.000,2024,10,21,23,0,Night,Partly cloudy,80.8,89,87.5,0,2.5,29.85,4.1,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 23:24:00.000,2024,10,21,23,24,Night,Partly cloudy,81.1,89,88.6,0,2.2,29.85,3.6,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 23:40:00.000,2024,10,21,23,40,Night,Partly cloudy,81,89,88.2,0,2.2,29.85,3.6,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 00:05:00.000,2024,10,22,0,5,Night,Partly Cloudy,76.4,88,80.9,0,2.2,29.87,4.1,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 00:25:00.000,2024,10,22,0,25,Night,Partly Cloudy,76.4,88,80.9,0,2.2,29.87,4.1,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 00:40:00.000,2024,10,22,0,40,Night,Partly Cloudy,76.4,88,80.9,0,2.2,29.87,4.1,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 01:19:00.000,2024,10,22,1,19,Night,Partly Cloudy,76.9,85,81.1,0,2.7,29.86,5.1,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 01:40:00.000,2024,10,22,1,40,Night,Partly Cloudy,76.9,85,81.1,0,2.7,29.86,5.1,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 01:59:00.000,2024,10,22,1,59,Night,Partly Cloudy,76.9,85,81.1,0,2.7,29.86,5.1,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 02:20:00.000,2024,10,22,2,20,Night,Partly Cloudy,76.5,86,80.7,0,2.9,29.84,5.4,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 02:40:00.000,2024,10,22,2,40,Night,Partly Cloudy,76.5,86,80.7,0,2.9,29.84,5.4,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 03:00:00.000,2024,10,22,3,0,Night,Partly Cloudy,76.1,87,80.3,0,2.7,29.83,4.9,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 03:20:00.000,2024,10,22,3,20,Night,Partly Cloudy,76.1,87,80.3,0,2.7,29.83,4.9,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 03:40:00.000,2024,10,22,3,40,Night,Partly Cloudy,76.1,87,80.3,0,2.7,29.83,4.9,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 03:59:00.000,2024,10,22,3,59,Night,Partly Cloudy,76.1,87,80.3,0,2.7,29.83,4.9,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 04:19:00.000,2024,10,22,4,19,Night,Patchy rain nearby,75.7,88,79.8,0,2.2,29.82,4,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 04:40:00.000,2024,10,22,4,40,Night,Partly cloudy,78.8,89,84.7,0,2.2,29.8,4,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 05:00:00.000,2024,10,22,5,0,Night,Partly Cloudy,75.6,89,79.8,0,2.2,29.83,3.9,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 05:19:00.000,2024,10,22,5,19,Night,Partly Cloudy,75.6,89,79.8,0,2.2,29.83,3.9,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 05:39:00.000,2024,10,22,5,39,Night,Partly Cloudy,75.6,89,79.8,0,2.2,29.83,3.9,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 05:59:00.000,2024,10,22,5,59,Night,Partly cloudy,79,89,85.2,0,2.2,29.8,3.9,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 06:19:00.000,2024,10,22,6,19,Night,Partly cloudy,77.5,94,82.7,0,2.5,29.8,4.4,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 06:39:00.000,2024,10,22,6,39,Night,Partly cloudy,77.4,94,82.4,0,2.5,29.8,4.4,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 06:59:00.000,2024,10,22,6,59,Day,Partly cloudy,77.5,94,82.7,0,2.5,29.83,4.4,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 07:19:00.000,2024,10,22,7,19,Day,Partly cloudy,77.7,94,83.1,0,2.2,29.83,3.4,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 07:40:00.000,2024,10,22,7,40,Day,Partly cloudy,77.2,94,82.2,0,2.2,29.83,3.4,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 07:59:00.000,2024,10,22,7,59,Day,Partly cloudy,77.2,94,82.2,0,2.2,29.83,3.4,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 08:20:00.000,2024,10,22,8,20,Day,Partly cloudy,81.1,89,88.8,0,2.2,29.85,2.5,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 08:40:00.000,2024,10,22,8,40,Day,Partly cloudy,81.1,89,88.8,0,2.2,29.85,2.5,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 09:20:00.000,2024,10,22,9,20,Day,Partly Cloudy,81.6,77,87.7,0,2.2,29.89,6.7,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 09:40:00.000,2024,10,22,9,40,Day,Partly cloudy,84.4,79,94.5,0,2.2,29.85,6.7,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 10:00:00.000,2024,10,22,10,0,Day,Partly Cloudy,81.6,77,87.7,0,2.2,29.89,6.7,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 10:25:00.000,2024,10,22,10,25,Day,Sunny,84.3,71,91.3,0,2.9,29.9,3.4,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 10:40:00.000,2024,10,22,10,40,Day,Partly cloudy,87.8,75,99.6,0,2.9,29.85,3.4,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 10:59:00.000,2024,10,22,10,59,Day,Sunny,84.3,71,91.3,0,2.9,29.9,3.4,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 11:20:00.000,2024,10,22,11,20,Day,Partly cloudy,90.1,67,102.6,0,4,29.85,4.6,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 11:40:00.000,2024,10,22,11,40,Day,Partly cloudy,89.8,67,101.6,0,4,29.85,4.6,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 12:00:00.000,2024,10,22,12,0,Day,Partly cloudy,90.1,67,102.6,0,4,29.85,4.6,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 12:19:00.000,2024,10,22,12,19,Day,Partly cloudy,91.6,63,102.9,0,4.9,29.83,5.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 12:40:00.000,2024,10,22,12,40,Day,Partly cloudy,91.4,63,102.5,0,4.9,29.83,5.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 13:00:00.000,2024,10,22,13,0,Day,Partly cloudy,91.8,63,103.4,0,4.9,29.83,5.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 13:19:00.000,2024,10,22,13,19,Day,Partly cloudy,93.7,60,105.2,0,5.8,29.8,6.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 13:40:00.000,2024,10,22,13,40,Day,Partly cloudy,93.6,60,104.7,0,5.8,29.8,6.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 14:00:00.000,2024,10,22,14,0,Day,Partly Cloudy,91.4,51,98.6,0,6.9,29.8,8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 14:20:00.000,2024,10,22,14,20,Day,Partly cloudy,93.6,56,103.2,0,6.9,29.77,8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 14:40:00.000,2024,10,22,14,40,Day,Partly cloudy,93.2,56,102.5,0,6.9,29.77,8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 15:00:00.000,2024,10,22,15,0,Day,Partly Cloudy,91.4,51,98.6,0,6.9,29.8,8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 15:19:00.000,2024,10,22,15,19,Day,Sunny,91.3,51,98.5,0,8.1,29.76,9.3,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 15:39:00.000,2024,10,22,15,39,Day,Sunny,91.3,51,98.5,0,8.1,29.76,9.3,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 16:00:00.000,2024,10,22,16,0,Day,Sunny,91.3,51,98.5,0,8.1,29.76,9.3,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 16:20:00.000,2024,10,22,16,20,Day,Partly cloudy,93.2,60,104.4,0,8.5,29.74,9.8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 16:40:00.000,2024,10,22,16,40,Day,Partly cloudy,93.2,60,104.4,0,8.5,29.74,9.8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 16:59:00.000,2024,10,22,16,59,Day,Partly cloudy,93.2,60,104.4,0,8.5,29.71,9.8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 17:19:00.000,2024,10,22,17,19,Day,Sunny,87.9,61,95.6,0,8.5,29.75,9.8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 17:40:00.000,2024,10,22,17,40,Day,Sunny,87.9,61,95.6,0,8.5,29.75,9.8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 17:59:00.000,2024,10,22,17,59,Day,Sunny,87.9,61,95.6,0,8.5,29.75,9.8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 18:20:00.000,2024,10,22,18,20,Day,Sunny,84.7,70,92.1,0,7.2,29.76,8.6,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 18:40:00.000,2024,10,22,18,40,Day,Sunny,84.7,70,92.1,0,7.2,29.76,8.6,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 18:59:00.000,2024,10,22,18,59,Night,Sunny,84.7,70,92.1,0,7.2,29.76,8.6,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 19:20:00.000,2024,10,22,19,20,Night,Patchy rain nearby,80.6,79,86.3,0,4.5,29.79,6.9,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 19:40:00.000,2024,10,22,19,40,Night,Patchy rain nearby,80.6,79,86.3,0,4.5,29.79,6.9,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 20:00:00.000,2024,10,22,20,0,Night,Clear,79.5,80,84.6,0,2.9,29.83,4.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 20:20:00.000,2024,10,22,20,20,Night,Clear,79.5,80,84.6,0,2.9,29.83,4.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 20:39:00.000,2024,10,22,20,39,Night,Clear,79.5,80,84.6,0,2.9,29.83,4.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 21:00:00.000,2024,10,22,21,0,Night,Clear,79.1,81,84,0,2.5,29.85,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 21:20:00.000,2024,10,22,21,20,Night,Clear,79.1,81,84,0,2.5,29.85,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 21:39:00.000,2024,10,22,21,39,Night,Clear,79.1,81,84,0,2.5,29.85,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 22:00:00.000,2024,10,22,22,0,Night,Partly cloudy,82.6,84,90.8,0,2.5,29.83,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 22:20:00.000,2024,10,22,22,20,Night,Partly cloudy,82.4,84,90.7,0,2.7,29.85,4.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 22:39:00.000,2024,10,22,22,39,Night,Clear,78.9,82,83.8,0,2.7,29.86,4.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 22:59:00.000,2024,10,22,22,59,Night,Clear,78.9,82,83.8,0,2.7,29.86,4.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 23:19:00.000,2024,10,22,23,19,Night,Clear,78.5,83,83.3,0,2.2,29.87,3.3,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 23:39:00.000,2024,10,22,23,39,Night,Clear,78.5,83,83.3,0,2.2,29.87,3.3,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 23:59:00.000,2024,10,22,23,59,Night,Clear,78.5,83,83.3,0,2.2,29.87,3.3,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 00:19:00.000,2024,10,23,0,19,Night,Clear,77.6,85,82.2,0,2.2,29.87,3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 00:40:00.000,2024,10,23,0,40,Night,Clear,77.6,85,82.2,0,2.2,29.87,3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 00:59:00.000,2024,10,23,0,59,Night,Clear,77.7,84,82.3,0,2.7,29.86,4.5,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 01:19:00.000,2024,10,23,1,19,Night,Clear,77.7,84,82.3,0,2.7,29.86,4.5,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 01:40:00.000,2024,10,23,1,40,Night,Clear,77.7,84,82.3,0,2.7,29.86,4.5,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 01:59:00.000,2024,10,23,1,59,Night,Clear,77.7,84,82.3,0,2.7,29.86,4.5,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 02:20:00.000,2024,10,23,2,20,Night,Clear,77.4,85,82,0,2.5,29.85,4,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 02:39:00.000,2024,10,23,2,39,Night,Clear,77.4,85,82,0,2.5,29.85,4,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 02:59:00.000,2024,10,23,2,59,Night,Clear,77.4,85,82,0,2.5,29.85,4,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 03:20:00.000,2024,10,23,3,20,Night,Patchy rain nearby,77,86,81.4,0,2.7,29.83,4.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 03:40:00.000,2024,10,23,3,40,Night,Patchy rain nearby,77,86,81.4,0,2.7,29.83,4.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 03:59:00.000,2024,10,23,3,59,Night,Patchy rain nearby,77,86,81.4,0,2.7,29.83,4.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 04:19:00.000,2024,10,23,4,19,Night,Patchy rain nearby,76.4,88,80.8,0.01,2.5,29.83,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 04:39:00.000,2024,10,23,4,39,Night,Patchy rain nearby,76.4,88,80.8,0.01,2.5,29.83,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 04:59:00.000,2024,10,23,4,59,Night,Patchy rain nearby,76.4,88,80.8,0.01,2.5,29.83,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 05:20:00.000,2024,10,23,5,20,Night,Partly cloudy,79.2,94,85.7,0,2.9,29.8,5,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 05:40:00.000,2024,10,23,5,40,Night,Partly cloudy,79.2,94,85.7,0,2.9,29.8,5,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 05:59:00.000,2024,10,23,5,59,Night,Patchy rain nearby,75.6,89,79.8,0,2.9,29.83,5,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 06:20:00.000,2024,10,23,6,20,Night,Patchy rain nearby,75.2,91,79.4,0.01,2.2,29.84,3.1,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 06:39:00.000,2024,10,23,6,39,Night,Patchy rain nearby,75.2,91,79.4,0.01,2.2,29.84,3.1,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 06:59:00.000,2024,10,23,6,59,Day,Patchy rain nearby,75.2,91,79.4,0.01,2.2,29.84,3.1,NNW
